Name,PrimaryTechnology,StatusDetail,x_Coordinate,y_Coordinate,Status,SizeCategory
North Clyde Recycling Centre (resubmission),Anaerobic Digestion,Awaiting Construction,250389,669199,In development,Large (1MW+)
Morayhill AD,Anaerobic Digestion,Operational,274982,849481,Operational,Large (1MW+)
Glenfiddich Distillery AD (Extension),Anaerobic Digestion,Awaiting Construction,332714,841065,In development,Large (1MW+)
Inchdairnie,Anaerobic Digestion,Operational,324885,699061,Operational,Large (1MW+)
Glenfiddich Distillery,Anaerobic Digestion,Operational,332714,841065,Operational,Large (1MW+)
Energen biogas cumbernauld,Anaerobic Digestion,Operational,277889,676918,Operational,Large (1MW+)
Binn Farm AD (extension),Anaerobic Digestion,Operational,317439,713725,Operational,Large (1MW+)
Glasgow Renewable Energy and Recycling Centre (Waste AD),Anaerobic Digestion,Operational,259509,662366,Operational,Large (1MW+)
Millerhill AD (Waste AD),Anaerobic Digestion,Operational,332400,670800,Operational,Large (1MW+)
Barkip Anaerobic Digestor (Waste AD),Anaerobic Digestion,Operational,229333,650530,Operational,Large (1MW+)
GlaxoSmithKline (Waste AD),Anaerobic Digestion,Operational,234362,636566,Operational,Large (1MW+)
West Roucan Farm,Anaerobic Digestion,Operational,302227,578926,Operational,Large (1MW+)
Pure Malt Products AD,Anaerobic Digestion,Operational,351977,674000,Operational,Large (1MW+)
Lochhead Landfill CHP,Anaerobic Digestion,Operational,308683,690319,Operational,Large (1MW+)
Deerdykes Composting and Organics Recycling Facility (Waste AD),Anaerobic Digestion,Operational,277924,676998,Operational,Large (1MW+)
Cumbernauld BioPlant  (Waste AD),Anaerobic Digestion,Operational,277924,676998,Operational,Large (1MW+)
Gleneagles Hotel Biomass Boiler Plant Room,Biomass,Application Submitted,291629,711481,In development,Large (1MW+)
Acharn Forest Killin Biomass Plant,Biomass,Operational,256236,731409,Operational,Large (1MW+)
Liberty Steel Dalzell,Biomass,Operational,275801,656790,Operational,Large (1MW+)
Markinch Biomass CHP Plant,Biomass,Operational,327988,701561,Operational,Large (1MW+)
Harbour Road,Biomass,Operational,230930,631425,Operational,Large (1MW+)
Rothes Bio-Plant,Biomass,Operational,327767,849116,Operational,Large (1MW+)
Sustainable Power and Research Campus,Biomass,Operational,345036,719505,Operational,Large (1MW+)
Speyside Biomass CHP Plant,Biomass,Operational,327641,845585,Operational,Large (1MW+)
Pulteney Distillery,Biomass,Operational,336714,950114,Operational,Large (1MW+)
Diageo Biomass Energy Project,Biomass,Operational,334567,700177,Operational,Large (1MW+)
Stevens Croft,Biomass,Operational,312100,585100,Operational,Large (1MW+)
Macphie of Glenbervie,Biomass,Operational,376500,780500,Operational,Large (1MW+)
Caledonian Papermill,Biomass,Operational,233710,634940,Operational,Large (1MW+)
Westfield Biomass Power Station,Biomass,Operational,319000,695100,Operational,Large (1MW+)
Invergordon Pellet Mill,Biomass,Operational,271390,870450,Operational,Large (1MW+)
Cowie Biomass Facility,Biomass,Operational,284085,688685,Operational,Large (1MW+)
Binn Farm,Energy From Waste,Awaiting Construction,316911,713003,In development,Large (1MW+)
Thainstone Energy Park Project ERF,Energy From Waste,Application Submitted,378061,818551,In development,Large (1MW+)
South Clyde Energy Centre,Energy From Waste,Awaiting Construction,252615,665698,In development,Large (1MW+)
Levenseat Waste Management Facility,Energy From Waste,Awaiting Construction,293881,657597,In development,Large (1MW+)
Killoch Depot,Energy From Waste,Awaiting Construction,248650,620732,In development,Large (1MW+)
Pond Green Energy Park,Energy From Waste,Awaiting Construction,296452,667203,In development,Large (1MW+)
Binn Eco Park,Energy From Waste,Awaiting Construction,317233,713295,In development,Large (1MW+)
Dunbar EfW (previously Oxwellmains EfW),Energy From Waste,Operational,371051,675563,Operational,Large (1MW+)
Glasgow Renewable Energy and Recycling Centre (ACT),Energy From Waste,Operational,259509,662366,Operational,Large (1MW+)
Baldovie Industrial Estate (Forties Road),Energy From Waste,Under Construction,344564,732870,In development,Large (1MW+)
Coatbridge Material Recovery and Renewable Energy Facility,Energy From Waste,Under Construction,274352,662620,In development,Large (1MW+)
Oldhall Industrial Estate,Energy From Waste,Awaiting Construction,233712,636561,In development,Large (1MW+)
East Tullos,Energy From Waste,Under Construction,395448,803990,In development,Large (1MW+)
Achnabreck,Energy From Waste,Awaiting Construction,192406,690450,In development,Large (1MW+)
Charlesfield Biomass CHP Plant,Energy From Waste,Operational,358892,629839,Operational,Large (1MW+)
Millerhill EfW (resubmission),Energy From Waste,Operational,332352,670580,Operational,Large (1MW+)
CalaChem Fine Chemicals (Grangemouth),Energy From Waste,Under Construction,291830,681210,In development,Large (1MW+)
Avondale Quarry (Pilot),Energy From Waste,Operational,295367,678750,Operational,Large (1MW+)
Levenseat EfW,Energy From Waste,Operational,294854,655234,Operational,Large (1MW+)
Baldovie,Energy From Waste,Operational,344500,733100,Operational,Large (1MW+)
"Barr River, Loch Teacuis",Hydro,Awaiting Construction,161763,755977,In development,Large (1MW+)
Allt Charnan,Hydro,Awaiting Construction,214370,748440,In development,Large (1MW+)
Glen Etive Estate Phase I (Allt na Chaorainn),Hydro,Awaiting Construction,219630,751060,In development,Large (1MW+)
Glen Etive Estate Phase II (Allt Mheuran),Hydro,Awaiting Construction,213510,746040,In development,Small to medium (>=45kW and <1MW)
Cruachan,Hydro,Operational,208017,728674,Operational,Large (1MW+)
Duror 2 Hydro Scheme,Hydro,Under Construction,200566,754831,In development,Small to medium (>=45kW and <1MW)
Birkhall Estate,Hydro,Operational,334413,790888,Operational,Large (1MW+)
Loch Doon Dam Compensation Set,Hydro,Awaiting Construction,247750,601586,In development,Small to medium (>=45kW and <1MW)
Allt Garaidh Ghualaich Hydro Scheme Powerhouse,Hydro,Under Construction,215625,798782,In development,Large (1MW+)
Allt Easach Hydro,Hydro,Awaiting Construction,206993,739515,In development,Large (1MW+)
Craig Farm,Hydro,Under Construction,216482,728103,In development,Small to medium (>=45kW and <1MW)
Allt an t-Sidhein Hydro Scheme,Hydro,Under Construction,229697,797369,In development,Small to medium (>=45kW and <1MW)
Garvie Burn,Hydro,Awaiting Construction,205457,690018,In development,Small to medium (>=45kW and <1MW)
Glen Kinglass,Hydro,Under Construction,215301,737604,In development,Large (1MW+)
Blackwater Dam,Hydro,Awaiting Construction,224709,760249,In development,Small to medium (>=45kW and <1MW)
Lochaber Hydro Development (Scheme 2),Hydro,Awaiting Construction,216991,775784,In development,Large (1MW+)
Lochaber Hydro Development (Scheme 3),Hydro,Awaiting Construction,222504,775903,In development,Large (1MW+)
Blackbarn Farm,Hydro,Awaiting Construction,231548,656890,In development,Large (1MW+)
Allt Eilidh,Hydro,Under Construction,206669,752800,In development,Small to medium (>=45kW and <1MW)
Gaineamhach Hydro Scheme Powerhouse (resubmission),Hydro,Awaiting Construction,181797,868972,In development,Large (1MW+)
Allt na Moine,Hydro,Awaiting Construction,169268,854081,In development,Large (1MW+)
Glen Noe River,Hydro,Under Construction,204878,734104,In development,Large (1MW+)
Killail Farm,Hydro,Awaiting Construction,193443,684327,In development,Small to medium (>=45kW and <1MW)
Luichart Power Station,Hydro,Awaiting Construction,239414,857013,In development,Large (1MW+)
Coire Glas - Phase I,Hydro,Awaiting Construction,222889,795160,In development,Large (1MW+)
Glenmuckloch,Hydro,Awaiting Construction,273301,612213,In development,Large (1MW+)
Glasa Hydropower Cascade/Kildermorie Estate,Hydro,Awaiting Construction,252096,877941,In development,Large (1MW+)
Coire Glas - Phase II,Hydro,Application Submitted,226693,796765,In development,Large (1MW+)
Red John Pumped Storage,Hydro,Application Submitted,261478,833306,In development,Large (1MW+)
Ghuilbinn Hydro Scheme,Hydro,Operational,243130,780340,Operational,Large (1MW+)
Foyers,Hydro,Operational,249655,820941,Operational,Large (1MW+)
Great Glen Scheme,Hydro,Operational,235700,815600,Operational,Large (1MW+)
River Coiltie Hydro Scheme,Hydro,Operational,249251,827905,Operational,Large (1MW+)
Bruach Caorainn Hydro Scheme,Hydro,Operational,241957,700895,Operational,Large (1MW+)
Lochaber,Hydro,Operational,212621,775052,Operational,Large (1MW+)
Kinlochleven Hydro Power Station,Hydro,Operational,218729,762021,Operational,Large (1MW+)
Loch Eilde Mor Hydro (Kinlochleven extension),Hydro,Operational,221625,763589,Operational,Large (1MW+)
Grudie,Hydro,Operational,196459,867347,Operational,Large (1MW+)
Loch An Laoigh Hydro,Hydro,Operational,201607,839621,Operational,Large (1MW+)
Uisge Dubh Hydro,Hydro,Operational,200062,836426,Operational,Large (1MW+)
River Pattack (resubmission),Hydro,Operational,254876,783125,Operational,Large (1MW+)
Ardtalnaig Hydro Scheme (resubmission),Hydro,Operational,268858,739100,Operational,Large (1MW+)
Allt Garbh hydro,Hydro,Operational,218018,822389,Operational,Large (1MW+)
Abhainn Gleann Nam Fiadh,Hydro,Operational,230807,769237,Operational,Large (1MW+)
River Taodail Hydro,Hydro,Operational,194657,842146,Operational,Large (1MW+)
Nevis Range,Hydro,Operational,220471,776708,Operational,Large (1MW+)
Derrydarroch,Hydro,Operational,212176,775418,Operational,Large (1MW+)
Allt Ladaidh Hydro,Hydro,Operational,222875,800386,Operational,Large (1MW+)
Chaorach Hydro,Hydro,Operational,246250,725250,Operational,Large (1MW+)
Ceannacroc,Hydro,Operational,222790,811296,Operational,Large (1MW+)
Badachro hydro scheme - resubmission,Hydro,Operational,179040,871370,Operational,Large (1MW+)
Leacann Hydro,Hydro,Operational,202172,702341,Operational,Large (1MW+)
Langwell Estate hydro scheme,Hydro,Operational,218915,901914,Operational,Large (1MW+)
Garbhaig Hydro Scheme,Hydro,Operational,190263,871166,Operational,Large (1MW+)
Beinn Eagagach Hydro,Hydro,Operational,288377,751719,Operational,Large (1MW+)
Ben Glas,Hydro,Operational,232100,718600,Operational,Large (1MW+)
Donich Water Hydro,Hydro,Operational,221500,701500,Operational,Large (1MW+)
River Lochy Hydro,Hydro,Operational,219760,727460,Operational,Large (1MW+)
Cia Aig Hydro,Hydro,Operational,217196,788748,Operational,Large (1MW+)
Allt Cheanna Mhuir Hydro,Hydro,Operational,210472,791397,Operational,Large (1MW+)
Bruar Hydro Scheme,Hydro,Operational,282340,772772,Operational,Large (1MW+)
Dalchonzie,Hydro,Operational,274035,721990,Operational,Large (1MW+)
Eas a Ghaill,Hydro,Operational,219607,727417,Operational,Large (1MW+)
Glen Fyne 'Merk' Hydro,Hydro,Operational,209952,709286,Operational,Large (1MW+)
Ederline Hydro,Hydro,Operational,192775,703372,Operational,Large (1MW+)
Inver Hydro,Hydro,Operational,144165,671452,Operational,Large (1MW+)
Allt Fionn - resubmission,Hydro,Operational,233200,720700,Operational,Large (1MW+)
Black Rock,Hydro,Operational,259900,866800,Operational,Large (1MW+)
Innerwick Hydro,Hydro,Operational,258577,747751,Operational,Large (1MW+)
Keltneyburn Hydro,Hydro,Operational,277190,748690,Operational,Large (1MW+)
Innerhadden Burn Hydro,Hydro,Operational,265950,750850,Operational,Large (1MW+)
Turret water treatment works,Hydro,Operational,286500,721600,Operational,Large (1MW+)
Striven,Hydro,Operational,205595,683990,Operational,Large (1MW+)
Glendoe Hydro Scheme,Hydro,Operational,239200,809000,Operational,Large (1MW+)
Cassley,Hydro,Operational,247325,901540,Operational,Large (1MW+)
Cashlie,Hydro,Operational,248530,741735,Operational,Large (1MW+)
Achanalt,Hydro,Operational,225895,861615,Operational,Large (1MW+)
Gaur,Hydro,Operational,246415,756890,Operational,Large (1MW+)
Pitlochry,Hydro,Operational,293515,757730,Operational,Large (1MW+)
Ceannacroc,Hydro,Operational,222745,810690,Operational,Large (1MW+)
Foyers Falls,Hydro,Operational,249845,820010,Operational,Large (1MW+)
Invergarry,Hydro,Operational,231930,801320,Operational,Large (1MW+)
Livishie,Hydro,Operational,240245,817495,Operational,Large (1MW+)
Lednock,Hydro,Operational,276730,722040,Operational,Large (1MW+)
Lubreoch,Hydro,Operational,245310,741720,Operational,Large (1MW+)
Loch Ericht,Hydro,Operational,255340,772785,Operational,Large (1MW+)
Mucomir,Hydro,Operational,218350,783900,Operational,Large (1MW+)
Lairg,Hydro,Operational,257505,906940,Operational,Large (1MW+)
Cuaich,Hydro,Operational,265640,787175,Operational,Large (1MW+)
Loch Gair,Hydro,Operational,192865,691305,Operational,Large (1MW+)
Sron Mor,Hydro,Operational,264850,798415,Operational,Large (1MW+)
Aigas,Hydro,Operational,247395,843655,Operational,Large (1MW+)
Kilmorack,Hydro,Operational,249410,844225,Operational,Large (1MW+)
Orrin,Hydro,Operational,246905,851695,Operational,Large (1MW+)
Tor Achilty,Hydro,Operational,244625,854520,Operational,Large (1MW+)
Kilmelfort,Hydro,Operational,184035,714385,Operational,Large (1MW+)
Lussa,Hydro,Operational,164170,688680,Operational,Large (1MW+)
Mullardoch Tunnel,Hydro,Operational,222860,831415,Operational,Large (1MW+)
Black Dog,Landfill Gas,Operational,396450,814422,Operational,Large (1MW+)
Dunbar Power Plant,Landfill Gas,Operational,371365,675845,Operational,Large (1MW+)
Dunbar,Landfill Gas,Operational,371600,675600,Operational,Large (1MW+)
Lower Melville Wood,Landfill Gas,Operational,330000,711700,Operational,Large (1MW+)
Greengairs Landfill Scheme Phase III,Landfill Gas,Operational,278500,669700,Operational,Large (1MW+)
Greengairs Landfill Scheme Phase IV,Landfill Gas,Operational,278500,669700,Operational,Large (1MW+)
Greengairs Landfill Scheme Phase I,Landfill Gas,Operational,278500,659700,Operational,Large (1MW+)
Greengairs Landfill Scheme Phase II,Landfill Gas,Operational,278500,669700,Operational,Large (1MW+)
Summerston Landfill,Landfill Gas,Operational,258000,671700,Operational,Large (1MW+)
Lochhead,Landfill Gas,Operational,308500,690500,Operational,Large (1MW+)
South Cathkin Landfill Site,Landfill Gas,Operational,262500,657500,Operational,Large (1MW+)
Garlaff Landfill (Extension),Landfill Gas,Operational,254300,617500,Operational,Large (1MW+)
Garlaff Landfill,Landfill Gas,Operational,254300,617500,Operational,Large (1MW+)
Binn Landfill,Landfill Gas,Operational,317600,713900,Operational,Large (1MW+)
Tarbothill Landfill Site,Landfill Gas,Operational,395600,813500,Operational,Large (1MW+)
Avondale,Landfill Gas,Operational,278500,669700,Operational,Large (1MW+)
Oatslie Landfill Gas,Landfill Gas,Operational,327200,663100,Operational,Large (1MW+)
Auchencarroch Landfill,Landfill Gas,Operational,242100,681100,Operational,Large (1MW+)
Auchinlea Landfill Site,Landfill Gas,Operational,281000,659000,Operational,Large (1MW+)
Barkip Landfill Site,Landfill Gas,Operational,229333,650530,Operational,Large (1MW+)
Greenoakhill,Landfill Gas,Operational,266600,662700,Operational,Large (1MW+)
Greengairs Landfill Scheme Phase VI,Landfill Gas,Operational,278500,669700,Operational,Large (1MW+)
Greengairs Landfill Scheme Phase V,Landfill Gas,Operational,278500,669700,Operational,Large (1MW+)
Dunlop Landfill Gas Scheme,Landfill Gas,Operational,244600,651500,Operational,Large (1MW+)
Kaimes Landfill Site,Landfill Gas,Operational,312800,666500,Operational,Large (1MW+)
Stracathro Hospital Solar,Photovoltaic,Awaiting Construction,362591,764986,In development,Small to medium (>=45kW and <1MW)
Cupar Wastewater Treatment Works Solar Farm,Photovoltaic,Awaiting Construction,338752,714907,In development,Small to medium (>=45kW and <1MW)
East Ballochy (Resubmission),Photovoltaic,Awaiting Construction,367035,761826,In development,Large (1MW+)
Perth Wastewater Treatment Works (Extension),Photovoltaic,Awaiting Construction,314371,722017,In development,Small to medium (>=45kW and <1MW)
City of Edinburgh Council Buildings,Photovoltaic,Awaiting Construction,326167,673824,In development,Small to medium (>=45kW and <1MW)
Land North of Balbeggie Avenue,Photovoltaic,Awaiting Construction,328587,696532,In development,Large (1MW+)
Finmont Service Reservoir,Photovoltaic,Operational,323203,699536,Operational,Small to medium (>=45kW and <1MW)
Perth Wastewater Treatment Works,Photovoltaic,Awaiting Construction,314552,722067,In development,Small to medium (>=45kW and <1MW)
Easter Bush,Photovoltaic,Under Construction,325277,664574,In development,Large (1MW+)
Tesco Extra Dumfries,Photovoltaic,Awaiting Construction,296221,576844,In development,Small to medium (>=45kW and <1MW)
Tesco Superstore Annan,Photovoltaic,Awaiting Construction,320134,566340,In development,Small to medium (>=45kW and <1MW)
Hutchesons Grammar School,Photovoltaic,Awaiting Construction,257194,662717,In development,Small to medium (>=45kW and <1MW)
Carey Solar Farm,Photovoltaic,Awaiting Construction,317354,716778,In development,Large (1MW+)
Milltown Airfield (Speyslaw),Photovoltaic,Awaiting Construction,326418,865499,In development,Large (1MW+)
Speyslaw Solar Farm,Photovoltaic,Awaiting Construction,328565,866472,In development,Large (1MW+)
Cordon Farm,Photovoltaic,Awaiting Construction,318335,717885,In development,Large (1MW+)
Iron Mountain Building,Photovoltaic,Awaiting Construction,305189,670062,In development,Small to medium (>=45kW and <1MW)
Iron Mountain Howe Moss Drive,Photovoltaic,Awaiting Construction,386724,812305,In development,Small to medium (>=45kW and <1MW)
Montreathmont Moor Forest,Photovoltaic,Awaiting Construction,357573,753072,In development,Large (1MW+)
Field 730M West Of Queen Street,Photovoltaic,Awaiting Construction,349552,754769,In development,Large (1MW+)
Bilbo Solar Farm,Photovoltaic,Under Construction,405327,855492,In development,Large (1MW+)
South of Greenwellheads,Photovoltaic,Awaiting Construction,406370,854550,In development,Large (1MW+)
Berryhill Farm Solar Array,Photovoltaic,Awaiting Construction,273164,679927,In development,Large (1MW+)
Glenhead Farm Lower Solar Array,Photovoltaic,Awaiting Construction,274229,678358,In development,Large (1MW+)
Glenhead Farm (Upper),Photovoltaic,Awaiting Construction,273746,680043,In development,Large (1MW+)
Carsebank Farm,Photovoltaic,Awaiting Construction,348194,754403,In development,Large (1MW+)
Aviva Headquarters,Photovoltaic,Under Construction,309819,722214,In development,Large (1MW+)
Eden Campus,Photovoltaic,Awaiting Construction,345120,719601,In development,Large (1MW+)
Inverness Royal Academy,Photovoltaic,Awaiting Construction,266626,842081,In development,Small to medium (>=45kW and <1MW)
Howden Farm,Photovoltaic,Awaiting Construction,349610,667181,In development,Small to medium (>=45kW and <1MW)
Claylands Road,Photovoltaic,Awaiting Construction,312064,671748,In development,Small to medium (>=45kW and <1MW)
Patrickston Farm,Photovoltaic,Awaiting Construction,269179,695851,In development,Large (1MW+)
Banbeath Industrial Estate,Photovoltaic,Awaiting Construction,337110,701484,In development,Small to medium (>=45kW and <1MW)
St Margarets Bay,Photovoltaic,Operational,312275,681623,Operational,Small to medium (>=45kW and <1MW)
Alness Academy,Photovoltaic,Under Construction,265884,869312,In development,Small to medium (>=45kW and <1MW)
Lochaber High School (Resubmission),Photovoltaic,Operational,212357,775929,Operational,Small to medium (>=45kW and <1MW)
Invergordon Academy,Photovoltaic,Operational,270904,869074,Operational,Small to medium (>=45kW and <1MW)
Parkhill Solar Farm,Photovoltaic,Operational,364125,745917,Operational,Large (1MW+)
Kilgallioch Windfarm (Extension - Solar),Photovoltaic,Application Submitted,225000,570000,In development,Large (1MW+)
Dunfermline EDI4,Photovoltaic,Awaiting Construction,313506,686540,In development,Large (1MW+)
Glaxosmithkline Shewalton Road,Photovoltaic,Awaiting Construction,234491,636772,In development,Large (1MW+)
Lochhead Steading Concrete Block Manufacturing Plant,Photovoltaic,Awaiting Construction,347503,750941,In development,Small to medium (>=45kW and <1MW)
Sheirdrim Renewable Energy Development - Solar,Photovoltaic,Application Submitted,181450,657720,In development,Large (1MW+)
West Grange Solar Farm (Resubmission),Photovoltaic,Awaiting Construction,298345,689835,In development,Large (1MW+)
Henry Colbeck Office,Photovoltaic,Operational,274033,664118,Operational,Small to medium (>=45kW and <1MW)
Skelmonae Farm,Photovoltaic,Awaiting Construction,388690,839555,In development,Large (1MW+)
Bruxiehall Farm,Photovoltaic,Under Construction,408820,851140,In development,Large (1MW+)
Ballochmartin,Photovoltaic,Awaiting Construction,216964,656725,In development,Large (1MW+)
Hill of Blairfowl Solar Farm,Photovoltaic,Awaiting Construction,379540,837700,In development,Large (1MW+)
Balhearty Solar,Photovoltaic,Operational,293723,695800,Operational,Large (1MW+)
Middle Balbeggie,Photovoltaic,Operational,328855,695619,Operational,Large (1MW+)
Pressock Farm,Photovoltaic,Operational,356893,749462,Operational,Large (1MW+)
West Strathore Solar Limited,Photovoltaic,Operational,328619,697504,Operational,Large (1MW+)
New Mains Of Guynd Farm,Photovoltaic,Operational,356528,742680,Operational,Large (1MW+)
Wormit Solar Farm,Photovoltaic,Operational,340703,725248,Operational,Large (1MW+)
House O’Hill Solar Farm,Photovoltaic,Operational,397540,859050,Operational,Large (1MW+)
Errol Estate,Photovoltaic,Operational,321208,720222,Operational,Large (1MW+)
Cairnmore Solar Park,Photovoltaic,Operational,350267,824528,Operational,Large (1MW+)
Cairnmore Solar Park (extension),Photovoltaic,Operational,350467,824466,Operational,Large (1MW+)
Cairnhill Farm solar park,Photovoltaic,Operational,377824,852312,Operational,Large (1MW+)
Aldi Distribution Centre,Photovoltaic,Operational,296982,666291,Operational,Large (1MW+)
Mackies Dairy PV,Photovoltaic,Operational,376700,832011,Operational,Large (1MW+)
Mull of Kintyre,Tidal Stream,Awaiting Construction,157228,603340,In development,Large (1MW+)
Sound of Islay,Tidal Stream,Awaiting Construction,143843,667672,In development,Large (1MW+)
Inner Sound Phase 1B/1C (MeyGen),Tidal Stream,Awaiting Construction,335503,984335,In development,Large (1MW+)
Shetland Tidal Array,Tidal Stream,Operational,440389,1183121,Operational,Small to medium (>=45kW and <1MW)
Shetland Tidal Array (extension),Tidal Stream,Awaiting Construction,440389,1183121,In development,Large (1MW+)
West Islay Tidal Array,Tidal Stream,Awaiting Construction,116500,652500,In development,Large (1MW+)
Magallanes (FoW - EMEC),Tidal Stream,Operational,354000,1028400,Operational,Large (1MW+)
SR-2000 (FoW - EMEC),Tidal Stream,Operational,354000,1028400,Operational,Large (1MW+)
Brims Tidal Array (Cantick Head),Tidal Stream,Application Submitted,328689,986676,In development,Large (1MW+)
Inner Sound Phase 1A (MeyGen),Tidal Stream,Operational,335503,984335,Operational,Large (1MW+)
Dundee Technology Park,Other,Awaiting Construction,335237,731592,In development,Large (1MW+)
Learielaw Farm,Other,Awaiting Construction,308286,670876,In development,Large (1MW+)
Blackpark Energy Storage (Resubmission),Other,Awaiting Construction,289892,855084,In development,Large (1MW+)
Troston Loch Wind Farm,Other,Awaiting Construction,268466,590107,In development,Large (1MW+)
"Torrdhuin, Auchteraw Battery Storage Facility",Other,Application Submitted,234761,807618,In development,Large (1MW+)
"Platchaig House, Kilmorack - Battery Storage Facility",Other,Application Submitted,249707,844935,In development,Unknown
East Ballochy,Other,Awaiting Construction,367035,761826,In development,Large (1MW+)
Perth Wastewater Treatment Works (Extension),Other,Awaiting Construction,314371,722017,In development,Unknown
Drumcross Battery Storage,Other,Awaiting Construction,305280,667171,In development,Large (1MW+)
Fell Wind Farm Battery,Other,Application Submitted,272679,583776,In development,Unknown
Cornharrow Wind Farm Battery,Other,Application Submitted,266701,592862,In development,Unknown
Tormywheel Wind Farm,Other,Awaiting Construction,295290,658102,In development,Large (1MW+)
Land SW of Shilton Cottage,Other,Awaiting Construction,243794,671266,In development,Large (1MW+)
Aikengall II Community Wind Farm Battery,Other,Awaiting Construction,367967,668389,In development,Large (1MW+)
Land To The East Of Wholeflats Road (Grangemouth),Other,Awaiting Construction,293973,679925,In development,Large (1MW+)
Bilbo Solar Farm Energy Storage,Other,Under Construction,405327,855492,In development,Large (1MW+)
Whitelaw Brae Wind farm,Other,Awaiting Construction,306039,621476,In development,Large (1MW+)
